event_name,event_date,event_location,event_section,event_link,scraped_at_utc,uid
2025 aespa LIVE TOUR – SYNK : aeXIS LINE – in BANGKOK,15-16 November 2025,IMPACT Arena,https://www.impact.co.th/en/visitors/event-calendar/concert/2025-aespa-live-tour-%E2%80%93-synk-aexis-line-%E2%80%93-in-bangkok,2025-12-02T07:20:17.239033+00:00,,2025 aespa live tour – synk : aexis line – in bangkok | 15-16 november 2025 | impact arena | 2025-12-02t07:20:17.239033+00:00
BIRD FANFEST 20XX #แฟนจ๋ามาเสิร์ฟแล้วจ้ะ,21-23 November 2025,IMPACT Arena,https://www.impact.co.th/en/visitors/event-calendar/concert/bird-fanfest-20xx-%E0%B9%81%E0%B8%9F%E0%B8%99%E0%B8%88%E0%B9%8B%E0%B8%B2%E0%B8%A1%E0%B8%B2%E0%B9%80%E0%B8%AA%E0%B8%B4%E0%B8%A3%E0%B9%8C%E0%B8%9F%E0%B9%81%E0%B8%A5%E0%B9%89%E0%B8%A7%E0%B8%88%E0%B9%89%E0%B8%B0,2025-12-02T07:20:17.239033+00:00,,bird fanfest 20xx #แฟนจ๋ามาเสิร์ฟแล้วจ้ะ | 21-23 november 2025 | impact arena | 2025-12-02t07:20:17.239033+00:00
PERSES THE FIRST CONCERT ‘INTO THE ALTERLAND’,22-Nov-25,Thunder Dome,https://www.impact.co.th/en/visitors/event-calendar/concert/perses-the-first-concert-%E2%80%98into-the-alterland%E2%80%99,2025-12-02T07:20:17.239033+00:00,,perses the first concert ‘into the alterland’ | 22-nov-25 | thunder dome | 2025-12-02t07:20:17.239033+00:00
SUPER JUNIOR 20th Anniversary TOUR <SUPER SHOW 10> in BANGKOK,29-30 November 2025,IMPACT Arena,https://www.impact.co.th/en/visitors/event-calendar/concert/super-junior-20th-anniversary-tour-in-bangkok,2025-12-02T07:20:17.239033+00:00,,super junior 20th anniversary tour <super show 10> in bangkok | 29-30 november 2025 | impact arena | 2025-12-02t07:20:17.239033+00:00
B.DAY FOREVER CONCERT,05-08 December 2025,IMPACT Arena,https://www.impact.co.th/en/visitors/event-calendar/concert/b-day-forever-concert,2025-12-02T07:20:34.267296+00:00,,b.day forever concert | 05-08 december 2025 | impact arena | 2025-12-02t07:20:34.267296+00:00
TWICE < THIS IS FOR > WORLD TOUR in BANGKOK,13-14 December 2025,IMPACT Arena,https://www.impact.co.th/en/visitors/event-calendar/concert/twice-this-is-for-world-tour-in-bangkok,2025-12-02T07:20:34.267296+00:00,,twice < this is for > world tour in bangkok | 13-14 december 2025 | impact arena | 2025-12-02t07:20:34.267296+00:00
Doja Cat - Ma Vie World Tour,18-Dec-25,IMPACT Exhibition Center,https://www.impact.co.th/en/visitors/event-calendar/concert/doja-cat-ma-vie-world-tour,2025-12-02T07:20:34.267296+00:00,,doja cat - ma vie world tour | 18-dec-25 | impact exhibition center | 2025-12-02t07:20:34.267296+00:00
GMMTV STARLYMPICS 2025,20-Dec-25,IMPACT Arena,https://www.impact.co.th/en/visitors/event-calendar/concert/gmmtv-starlympics-2025,2025-12-02T07:20:34.267296+00:00,,gmmtv starlympics 2025 | 20-dec-25 | impact arena | 2025-12-02t07:20:34.267296+00:00
KITTY AMOR,12/12/2025,Cafe Del Mar Phuket,Cafe Del Mar Phuket Events,https://www.mtix.me/kitty-web,2025-12-08 02:34:05+0000,kitty amor | 12/12/2025 | cafe del mar phuket | https://www.mtix.me/kitty-web
ZOO DEL MAR : COPACABANA,14/12/2025,Cafe Del Mar Phuket,Cafe Del Mar Phuket Events,https://megatix.in.th/events/zoo-del-mar-dec-copacabana-edition-cafe-del-mar-phuket?sk.pid=sk.1.1765161237704.9471959601&sk.sid=20251208.023357.9077064193&sk.fbp=fb.1.1765161237709.2651032936&sk.gacl=&sk.gases=,2025-12-08 02:34:05+0000,zoo del mar : copacabana | 14/12/2025 | cafe del mar phuket | https://megatix.in.th/events/zoo-del-mar-dec-copacabana-edition-cafe-del-mar-phuket?sk.pid=sk.1.1765161237704.9471959601&sk.sid=20251208.023357.9077064193&sk.fbp=fb.1.1765161237709.2651032936&sk.gacl=&sk.gases=
FRIDAY CLUBROOM,19/12/2025,Cafe Del Mar Phuket,Cafe Del Mar Phuket Events,https://phuket.cafedelmar.com/events#,2025-12-08 02:34:05+0000,friday clubroom | 19/12/2025 | cafe del mar phuket | https://phuket.cafedelmar.com/events#
ZOO DEL MAR : COPACABANA,21/12/2025,Cafe Del Mar Phuket,Cafe Del Mar Phuket Events,https://megatix.in.th/events/zoo-del-mar-dec-copacabana-edition-cafe-del-mar-phuket?sk.pid=sk.1.1765161237704.9471959601&sk.sid=20251208.023357.9077064193&sk.fbp=fb.1.1765161237709.2651032936&sk.gacl=&sk.gases=,2025-12-08 02:34:05+0000,zoo del mar : copacabana | 21/12/2025 | cafe del mar phuket | https://megatix.in.th/events/zoo-del-mar-dec-copacabana-edition-cafe-del-mar-phuket?sk.pid=sk.1.1765161237704.9471959601&sk.sid=20251208.023357.9077064193&sk.fbp=fb.1.1765161237709.2651032936&sk.gacl=&sk.gases=
FRANCIS MERCIER,24/1/2026,Cafe Del Mar Phuket,Cafe Del Mar Phuket Events,https://mtix.me/francis-web,2025-12-08 02:34:05+0000,francis mercier | 24/1/2026 | cafe del mar phuket | https://mtix.me/francis-web
Stand-up concert by Valery Artyukhov,"Valera Artyukhov's solo concert at Shaman Lounge Bar!

 For the first time in Phuket! On December 11th, Valera Artyukhov will perform on the Shaman Lounge stage. He is a popular stand-up comedian, a resident of the comedy show ""Stand Up"" on TNT, a participant and writer of the show ""Prozharka,"" a participant in the project ""Bolshoy Show"" with Azamat Musagaliev, and a participant in ""Open Mic"" (TNT).

 The comedian admits: ""Generally, I adhere to the rule that comedy should be 50/50. Not super alternative, but also not pop, where you joke about old, tired topics we've all heard somewhere before. But most importantly, I enjoy not the edgy jokes, but the moments when the audience laughs at them. And I enjoy the process itself, finding that fine line where the audience laughs, even though they know it's still edgy, but they embrace it. I want it to be humorous, not offensive.""

 Thursday evening promises to be truly hilarious. Don't miss this exciting event!


 🗓️ December 11
 🕐 Starts at 8:00 PM
 📍 Place: SHAMAN PHUKET",11/12/2025,,2025-12-08T02:34:36.567333+00:00,,"stand-up concert by valery artyukhov | valera artyukhov's solo concert at shaman lounge bar! for the first time in phuket! on december 11th, valera artyukhov will perform on the shaman lounge stage. he is a popular stand-up comedian, a resident of the comedy show ""stand up"" on tnt, a participant and writer of the show ""prozharka,"" a participant in the project ""bolshoy show"" with azamat musagaliev, and a participant in ""open mic"" (tnt). the comedian admits: ""generally, i adhere to the rule that comedy should be 50/50. not super alternative, but also not pop, where you joke about old, tired topics we've all heard somewhere before. but most importantly, i enjoy not the edgy jokes, but the moments when the audience laughs at them. and i enjoy the process itself, finding that fine line where the audience laughs, even though they know it's still edgy, but they embrace it. i want it to be humorous, not offensive."" thursday evening promises to be truly hilarious. don't miss this exciting event! 🗓️ december 11 🕐 starts at 8:00 pm 📍 place: shaman phuket | 11/12/2025 | 2025-12-08t02:34:36.567333+00:00"
Phuket Women's Awards 2025,"MISS & MRS PHUKET 2025 WOMEN'S AWARDS FINAL

 LOTUS ARENA | DECEMBER 19 | 16:00

 For the first time in Phuket, an international women's award and transformational project on beauty, leadership, and feminine expression for women from Russia, Kazakhstan, Thailand, Ukraine, and other countries will be held.

 🌟 What awaits you:
 👑GRAND FINALE MISS AND MRS. PHUKET 2025
 ✨ Bright show numbers and musical performances.
 ✨ Evening dresses, red carpet, press, photographers, interviews.
 ✨ Special guests & top jury – the most beautiful women and bright faces of the island.
 ✨ Large-scale networking among entrepreneurs, bloggers, media, investors, and Phuket leaders.
 ✨ Useful connections and contacts, acquaintances, insights, energy.


 👗 Dress code: evening looks | Black tie",19/12/2025,,2025-12-08T02:34:36.567333+00:00,,"phuket women's awards 2025 | miss & mrs phuket 2025 women's awards final lotus arena | december 19 | 16:00 for the first time in phuket, an international women's award and transformational project on beauty, leadership, and feminine expression for women from russia, kazakhstan, thailand, ukraine, and other countries will be held. 🌟 what awaits you: 👑grand finale miss and mrs. phuket 2025 ✨ bright show numbers and musical performances. ✨ evening dresses, red carpet, press, photographers, interviews. ✨ special guests & top jury – the most beautiful women and bright faces of the island. ✨ large-scale networking among entrepreneurs, bloggers, media, investors, and phuket leaders. ✨ useful connections and contacts, acquaintances, insights, energy. 👗 dress code: evening looks | black tie | 19/12/2025 | 2025-12-08t02:34:36.567333+00:00"
The Divo duo on stage at Shaman Lounge,"The most charismatic violin duo continues their Asian expansion. They recently gave their debut concert in Phuket, and the applause hasn't died down yet. So, we decided to do it again!

 The Shaman Lounge stage will once again feature powerful hits from Hans Zimmer, A-ha, Avici, Alan Walker, and many others. If you want to be part of this incredible show, hurry—tickets are selling like hotcakes 🔥

 🗓️ December 22
 🕐 Starts at 7:00 PM",22/12/2025,,2025-12-08T02:34:36.567333+00:00,,"the divo duo on stage at shaman lounge | the most charismatic violin duo continues their asian expansion. they recently gave their debut concert in phuket, and the applause hasn't died down yet. so, we decided to do it again! the shaman lounge stage will once again feature powerful hits from hans zimmer, a-ha, avici, alan walker, and many others. if you want to be part of this incredible show, hurry—tickets are selling like hotcakes 🔥 🗓️ december 22 🕐 starts at 7:00 pm | 22/12/2025 | 2025-12-08t02:34:36.567333+00:00"
TILL LINDEMANN MEINE WELT TOUR,"Till Lindemann is a German musician, songwriter, poet, and actor. He is best known as the lead vocalist of the industrial metal group Rammstein. In December 2025 Till Lindemann will grant audiences an insight into the depths of his world! Fans can look forward to raw and completely reconceptualized big show on his solo “Meine Welt” tour in Lotus Arena on Phuket!

 📆 Show starts at 8 PM, 31 Dec 2025
 📍 Location: Lotus Arena Phuket
 🎉 Please note: This event is for guests 21 and over.",31/12/2025,,2025-12-08T02:34:36.567333+00:00,,"till lindemann meine welt tour | till lindemann is a german musician, songwriter, poet, and actor. he is best known as the lead vocalist of the industrial metal group rammstein. in december 2025 till lindemann will grant audiences an insight into the depths of his world! fans can look forward to raw and completely reconceptualized big show on his solo “meine welt” tour in lotus arena on phuket! 📆 show starts at 8 pm, 31 dec 2025 📍 location: lotus arena phuket 🎉 please note: this event is for guests 21 and over. | 31/12/2025 | 2025-12-08t02:34:36.567333+00:00"
SHAMAN | BURN THE NIGHT 2026,"You've never seen a New Year like this!
 December 31 | SHAMAN, Phuket

 You walk in and immediately find yourself in the world of a post-apocalyptic ball: Harley bikes at the entrance, chains and metal in the decor, an industrial Christmas tree, smoke, lights and an atmosphere of real rock 'n' roll chaos.

 Welcome shots straight from the tubes, models in conceptual outfits, Mad Max-style photo zones, and 360-degree video in the smoke. Should we continue, or do you want to reserve a table already?!

 ⚡️ On stage:
 — Live broadcast of Till Lindemann (Rammstein) concert from the Lotus Arena stage
 — A driving vocal set from the DisCover team
 — Cover band Shaman Band
 — Wild interactives and the coronation of the King and Queen of the Night
 — Go-Go dancing and hardcore DJ sets until dawn

 🥩For guests:
 — Buffet with festive dishes
 - Unlimited soft drinks
 — A bottle of sparkling wine for two (included in the price)

 🎭 Dress code: Burn The Night — the bolder, the better.
 🕘 Start: 21:00 → 04:00
 🎟 Tables are limited.
 👉 This isn't New Year's. This is your personal revolution!",31/12/2025,,2025-12-08T02:34:36.567333+00:00,,"shaman | burn the night 2026 | you've never seen a new year like this! december 31 | shaman, phuket you walk in and immediately find yourself in the world of a post-apocalyptic ball: harley bikes at the entrance, chains and metal in the decor, an industrial christmas tree, smoke, lights and an atmosphere of real rock 'n' roll chaos. welcome shots straight from the tubes, models in conceptual outfits, mad max-style photo zones, and 360-degree video in the smoke. should we continue, or do you want to reserve a table already?! ⚡️ on stage: — live broadcast of till lindemann (rammstein) concert from the lotus arena stage — a driving vocal set from the discover team — cover band shaman band — wild interactives and the coronation of the king and queen of the night — go-go dancing and hardcore dj sets until dawn 🥩for guests: — buffet with festive dishes - unlimited soft drinks — a bottle of sparkling wine for two (included in the price) 🎭 dress code: burn the night — the bolder, the better. 🕘 start: 21:00 → 04:00 🎟 tables are limited. 👉 this isn't new year's. this is your personal revolution! | 31/12/2025 | 2025-12-08t02:34:36.567333+00:00"
TYGA,"Get ready to kick off 2026 in absolute style — because on January 3rd, 2026, Lotus Arena Phuket is bringing you a full 60-minute live show headlined by none other than TYGA, with a special guest joining the stage!

 This isn't just another concert — it's the boldest party in Phuket, where music, luxury, and paradise collide. From exclusive VIP experiences to dancefloor madness under the stars, every moment is designed to make your first weekend of 2026 one to remember.

 Start your new year with TYGA's full headline show (60 minutes) and an exciting special guest appearance - only at Lotus Arena, Phuket.",3/1/2026,,2025-12-08T02:34:36.567333+00:00,,"tyga | get ready to kick off 2026 in absolute style — because on january 3rd, 2026, lotus arena phuket is bringing you a full 60-minute live show headlined by none other than tyga, with a special guest joining the stage! this isn't just another concert — it's the boldest party in phuket, where music, luxury, and paradise collide. from exclusive vip experiences to dancefloor madness under the stars, every moment is designed to make your first weekend of 2026 one to remember. start your new year with tyga's full headline show (60 minutes) and an exciting special guest appearance - only at lotus arena, phuket. | 3/1/2026 | 2025-12-08t02:34:36.567333+00:00"
Basta's concert,"Epic Stage Production x Basta Concert 2026

 🔥 BASTA in Phuket! 🔥

 On January 5, 2026, Russian hip-hop legend Basta will perform on the island's main stage, Lotus Arena! This evening promises to be historic.

 🎤 Hits that everyone knows: ""My Game,"" ""Urban,"" ""Sansara"" — tracks that unite generations and create an incredible atmosphere of unity and drive.

 📍 Lotus Arena is Phuket's largest professional venue, meeting international standards. One of Thailand's best stages, designed for thrilling action.

 🗓️ Monday, January 5, 2026
 📍 Venue: Lotus Arena, Phuket
 ⏰ Doors open at 5:30 PM

 Don't miss your chance to be part of a grand event that promises to energize you and give you an unforgettable, hot January evening!

 ⚠️ Age limit: 16+ Please bring proof of age.

 🎟 Buy tickets only through official channels. Stay safe and avoid scams!",5/1/2026,,2025-12-08T02:34:36.567333+00:00,,"basta's concert | epic stage production x basta concert 2026 🔥 basta in phuket! 🔥 on january 5, 2026, russian hip-hop legend basta will perform on the island's main stage, lotus arena! this evening promises to be historic. 🎤 hits that everyone knows: ""my game,"" ""urban,"" ""sansara"" — tracks that unite generations and create an incredible atmosphere of unity and drive. 📍 lotus arena is phuket's largest professional venue, meeting international standards. one of thailand's best stages, designed for thrilling action. 🗓️ monday, january 5, 2026 📍 venue: lotus arena, phuket ⏰ doors open at 5:30 pm don't miss your chance to be part of a grand event that promises to energize you and give you an unforgettable, hot january evening! ⚠️ age limit: 16+ please bring proof of age. 🎟 buy tickets only through official channels. stay safe and avoid scams! | 5/1/2026 | 2025-12-08t02:34:36.567333+00:00"
КАПА LIVE: Hot January Evening,"CAPA at Shaman in Phuket!

 On January 5th at 10:30 pm we meet at Lounge Bar Shaman Phuket to continue the hottest evening of January.
 Immediately after Basta's concert at the Lotus Arena, KAPA takes the stage at the Shaman Lounge Bar.

 Hits that everyone knows—""Chinese Diner,"" ""There in Heaven for the Gods,"" ""Aziat,"" ""Kapa i Kartel""—sound especially powerful live. KAPA creates that very vibe: a little daring, a little nostalgic, and always truly honest.

 As a bonus, everyone who comes by 8:00 PM can watch Basta's concert from the Shaman territory.

 It'll be hot, loud, and very shamanic. Don't miss it!

 🗓 January 5
 🕐 Guests will be arriving at 8:00 PM
 📍Shaman Lounge Bar",5/1/2026,,2025-12-08T02:34:36.567333+00:00,,"капа live: hot january evening | capa at shaman in phuket! on january 5th at 10:30 pm we meet at lounge bar shaman phuket to continue the hottest evening of january. immediately after basta's concert at the lotus arena, kapa takes the stage at the shaman lounge bar. hits that everyone knows—""chinese diner,"" ""there in heaven for the gods,"" ""aziat,"" ""kapa i kartel""—sound especially powerful live. kapa creates that very vibe: a little daring, a little nostalgic, and always truly honest. as a bonus, everyone who comes by 8:00 pm can watch basta's concert from the shaman territory. it'll be hot, loud, and very shamanic. don't miss it! 🗓 january 5 🕐 guests will be arriving at 8:00 pm 📍shaman lounge bar | 5/1/2026 | 2025-12-08t02:34:36.567333+00:00"
SVETLANA LOBODA,"New Year's Eve—and immediately BLAST! 🔥

 On January 6th, on the stage of Lotus Arena Phuket -
 The legendary SVETLANA LOBODA! 💃

 After a fiery night in SHAMAN -
 We celebrate the first Monday of 2026 with hits,
 which the whole planet knows by heart:
 ""Your Eyes"", ""SuperSTAR"", ""Time to Go Home"", ""Hello"" and many others.

 💥 Powerful light, live sound, thousands of hearts, and energy that will make the whole island vibrate!

 📅 January 6 | Lotus Arena, Phuket
 ⏰ Doors open: 18:00 | Show: 20:00

 ✨ Start the year off right. Start it with Loboda.",6/1/2026,,2025-12-08T02:34:36.567333+00:00,,"svetlana loboda | new year's eve—and immediately blast! 🔥 on january 6th, on the stage of lotus arena phuket - the legendary svetlana loboda! 💃 after a fiery night in shaman - we celebrate the first monday of 2026 with hits, which the whole planet knows by heart: ""your eyes"", ""superstar"", ""time to go home"", ""hello"" and many others. 💥 powerful light, live sound, thousands of hearts, and energy that will make the whole island vibrate! 📅 january 6 | lotus arena, phuket ⏰ doors open: 18:00 | show: 20:00 ✨ start the year off right. start it with loboda. | 6/1/2026 | 2025-12-08t02:34:36.567333+00:00"
The Knyazz group with your favorite KiSh hits!,"Andrey Knyazev and the band ""Knyazz"" are returning with a big themed concert dedicated to the legendary ""King and the Jester!""

 The ""Make Yourself at Home, Traveler"" program is a true punk fairy tale and a journey through time: from the first scary stories to folk rock anthems that we sing together!
 Lively action, beloved stories, and the very spirit of ""The King and the Jester"" - all this is already on January 8 in Phuket!

 Come, sing, jump, make yourself at home, Traveler!

 🗓️ January 8
 🕐 Opening hours: 6:00 PM
 🕐 Concert starts at 8:00 PM
 📍 Location: Lotus Arena",8/1/2026,,2025-12-08T02:34:36.567333+00:00,,"the knyazz group with your favorite kish hits! | andrey knyazev and the band ""knyazz"" are returning with a big themed concert dedicated to the legendary ""king and the jester!"" the ""make yourself at home, traveler"" program is a true punk fairy tale and a journey through time: from the first scary stories to folk rock anthems that we sing together! lively action, beloved stories, and the very spirit of ""the king and the jester"" - all this is already on january 8 in phuket! come, sing, jump, make yourself at home, traveler! 🗓️ january 8 🕐 opening hours: 6:00 pm 🕐 concert starts at 8:00 pm 📍 location: lotus arena | 8/1/2026 | 2025-12-08t02:34:36.567333+00:00"
"KINO Group | ""The History of This World""","For the first time in Phuket! KINO performs ""The History of This World"" on the Lotus Arena stage.

 Yuri Kasparyan, Alexander Titov, Igor Tikhomirov and the real voice of Viktor Tsoi.

 After their reunion, KINO toured from Sakhalin to Kaliningrad, playing to sold-out houses. And now, their hits ""Star Named Sun,"" ""Kukushka,"" ""Peremen,"" and many others will be performed for the first time on the Lotus Arena stage in Phuket!


 🗓 Date: January 9
 🕐 Time: 19:00
 📍 Location: Lotus Arena, Phuket",9/1/2026,,2025-12-08T02:34:36.567333+00:00,,"kino group | ""the history of this world"" | for the first time in phuket! kino performs ""the history of this world"" on the lotus arena stage. yuri kasparyan, alexander titov, igor tikhomirov and the real voice of viktor tsoi. after their reunion, kino toured from sakhalin to kaliningrad, playing to sold-out houses. and now, their hits ""star named sun,"" ""kukushka,"" ""peremen,"" and many others will be performed for the first time on the lotus arena stage in phuket! 🗓 date: january 9 🕐 time: 19:00 📍 location: lotus arena, phuket | 9/1/2026 | 2025-12-08t02:34:36.567333+00:00"
GUF's farewell concert,"You asked and we did!
 Having ended his musical career in Russia, GUF returns to his beloved island to give a grand farewell concert for friends and fans. A fiery performance with a touch of melancholy—this show will never be repeated and is guaranteed to go down in history.

 Opening act: DJ Worm. On stage: GUF, MC MAF, and Deemars, along with a powerful vibe of legendary hits that will rock the island from Bang Tao to the shores of the Andaman Sea.

 🗓️ Date: January 10
 🕐 Time: 8:00 PM
 📍 Location: Lotus Arena, Phuket


 GUF's farewell concert is one of the island's biggest events of the new year, and you can't miss it!",10/1/2026,,2025-12-08T02:34:36.567333+00:00,,"guf's farewell concert | you asked and we did! having ended his musical career in russia, guf returns to his beloved island to give a grand farewell concert for friends and fans. a fiery performance with a touch of melancholy—this show will never be repeated and is guaranteed to go down in history. opening act: dj worm. on stage: guf, mc maf, and deemars, along with a powerful vibe of legendary hits that will rock the island from bang tao to the shores of the andaman sea. 🗓️ date: january 10 🕐 time: 8:00 pm 📍 location: lotus arena, phuket guf's farewell concert is one of the island's biggest events of the new year, and you can't miss it! | 10/1/2026 | 2025-12-08t02:34:36.567333+00:00"
Valery Meladze on the island of Phuket,"Following the resounding success and sold-out crowds that Valeriy Meladze played to during his 2025 anniversary tour, one of the most popular contemporary performers is embarking on his first tour of Asia's most prestigious concert halls!

 The 2026 tour is filled with fresh emotions, even more emotional and heartfelt lyrics, not only to beloved hits familiar to millions, but also to new songs. The premiere of new compositions, a high-tech light show, an atmosphere that has already become legendary, and, of course, the unique voice of Valery Meladze.

 Each concert by the inimitable Valery Meladze is a unique, heartfelt story, during which the artist gives 100%, charging his audience with incredibly powerful energy and immersing himself in it.

 🗓️ Date: January 11
 🕐 Time: 8:00 PM
 📍 Location: Lotus Arena, Phuket

 Valery Meladze's concert is one of the most anticipated events of 2026 in Phuket, and it will go down in history!",11/1/2026,,2025-12-08T02:34:36.567333+00:00,,"valery meladze on the island of phuket | following the resounding success and sold-out crowds that valeriy meladze played to during his 2025 anniversary tour, one of the most popular contemporary performers is embarking on his first tour of asia's most prestigious concert halls! the 2026 tour is filled with fresh emotions, even more emotional and heartfelt lyrics, not only to beloved hits familiar to millions, but also to new songs. the premiere of new compositions, a high-tech light show, an atmosphere that has already become legendary, and, of course, the unique voice of valery meladze. each concert by the inimitable valery meladze is a unique, heartfelt story, during which the artist gives 100%, charging his audience with incredibly powerful energy and immersing himself in it. 🗓️ date: january 11 🕐 time: 8:00 pm 📍 location: lotus arena, phuket valery meladze's concert is one of the most anticipated events of 2026 in phuket, and it will go down in history! | 11/1/2026 | 2025-12-08t02:34:36.567333+00:00"
Rustam Asadullin in Shaman,"Popular Tatar composer and singer-songwriter Rustam Asadullin will give his only solo concert on the island🏝️

 The artist's best hits, a warm atmosphere, and an autograph session after the concert—a heartfelt evening with Rustam for all lovers of authentic Tatar music 🎤

 Before the concert, guests will be warmed up by a DJ, and immediately afterward, there will be a disco with Tatar songs📀

 🗓️ January 12
 🕐 Guests will be arriving at 7:30 PM
 📍 Place: SHAMAN PHUKET",12/1/2026,,2025-12-08T02:34:36.567333+00:00,,"rustam asadullin in shaman | popular tatar composer and singer-songwriter rustam asadullin will give his only solo concert on the island🏝️ the artist's best hits, a warm atmosphere, and an autograph session after the concert—a heartfelt evening with rustam for all lovers of authentic tatar music 🎤 before the concert, guests will be warmed up by a dj, and immediately afterward, there will be a disco with tatar songs📀 🗓️ january 12 🕐 guests will be arriving at 7:30 pm 📍 place: shaman phuket | 12/1/2026 | 2025-12-08t02:34:36.567333+00:00"
MAXIM,"MAXIM in Phuket! 🔥

 On January 14, the legendary singer MAXIM will perform on the Lotus Arena Phuket stage.

 Her songs are the soundtrack of youth, first love and the most sincere emotions.
 “Do You Know,” “My Paradise,” “Tenderness”—we all once sang these hits from the heart.
 And now you can hear them live, under the starry sky of Phuket.

 It will be an unforgettable evening filled with light, music and memories,
 that will make your heart beat faster again ❤️

 📅 January 14, 2026
 🎫 Doors open 18:00/start show 20:00
 📍 Lotus Arena Phuket

 Don't miss your chance to sing ""Do You Know"" on a huge concert stage in unison with the charming MAKSIM and thousands of other spectators🖤",14/1/2026,,2025-12-08T02:34:36.567333+00:00,,"maxim | maxim in phuket! 🔥 on january 14, the legendary singer maxim will perform on the lotus arena phuket stage. her songs are the soundtrack of youth, first love and the most sincere emotions. “do you know,” “my paradise,” “tenderness”—we all once sang these hits from the heart. and now you can hear them live, under the starry sky of phuket. it will be an unforgettable evening filled with light, music and memories, that will make your heart beat faster again ❤️ 📅 january 14, 2026 🎫 doors open 18:00/start show 20:00 📍 lotus arena phuket don't miss your chance to sing ""do you know"" on a huge concert stage in unison with the charming maksim and thousands of other spectators🖤 | 14/1/2026 | 2025-12-08t02:34:36.567333+00:00"
2025 JAY B CONCERT [TAPE:RE LOAD FINALE] IN BANGKOK,01-02 November 2025,IMPACT Arena,https://www.impact.co.th/en/visitors/event-calendar/concert/2025-jay-b-concert-tape-re-load-finale-in-bangkok,2025-12-08T02:35:05.712322+00:00,,2025 jay b concert [tape:re load finale] in bangkok | 01-02 november 2025 | impact arena | 2025-12-08t02:35:05.712322+00:00
HER & HERS LINGORM 1st FANCON,8-Nov-25,IMPACT Arena,https://www.impact.co.th/en/visitors/event-calendar/concert/her-hers-lingorm-1st-fancon,2025-12-08T02:35:05.712322+00:00,,her & hers lingorm 1st fancon | 8-nov-25 | impact arena | 2025-12-08t02:35:05.712322+00:00
2025 aespa LIVE TOUR – SYNK : aeXIS LINE – in BANGKOK,15-16 November 2025,IMPACT Arena,https://www.impact.co.th/en/visitors/event-calendar/concert/2025-aespa-live-tour-%E2%80%93-synk-aexis-line-%E2%80%93-in-bangkok,2025-12-08T02:35:05.712322+00:00,,2025 aespa live tour – synk : aexis line – in bangkok | 15-16 november 2025 | impact arena | 2025-12-08t02:35:05.712322+00:00
BIRD FANFEST 20XX #แฟนจ๋ามาเสิร์ฟแล้วจ้ะ,21-23 November 2025,IMPACT Arena,https://www.impact.co.th/en/visitors/event-calendar/concert/bird-fanfest-20xx-%E0%B9%81%E0%B8%9F%E0%B8%99%E0%B8%88%E0%B9%8B%E0%B8%B2%E0%B8%A1%E0%B8%B2%E0%B9%80%E0%B8%AA%E0%B8%B4%E0%B8%A3%E0%B9%8C%E0%B8%9F%E0%B9%81%E0%B8%A5%E0%B9%89%E0%B8%A7%E0%B8%88%E0%B9%89%E0%B8%B0,2025-12-08T02:35:05.712322+00:00,,bird fanfest 20xx #แฟนจ๋ามาเสิร์ฟแล้วจ้ะ | 21-23 november 2025 | impact arena | 2025-12-08t02:35:05.712322+00:00
PERSES THE FIRST CONCERT ‘INTO THE ALTERLAND’,22-Nov-25,Thunder Dome,https://www.impact.co.th/en/visitors/event-calendar/concert/perses-the-first-concert-%E2%80%98into-the-alterland%E2%80%99,2025-12-08T02:35:05.712322+00:00,,perses the first concert ‘into the alterland’ | 22-nov-25 | thunder dome | 2025-12-08t02:35:05.712322+00:00
SUPER JUNIOR 20th Anniversary TOUR <SUPER SHOW 10> in BANGKOK,29-30 November 2025,IMPACT Arena,https://www.impact.co.th/en/visitors/event-calendar/concert/super-junior-20th-anniversary-tour-in-bangkok,2025-12-08T02:35:05.712322+00:00,,super junior 20th anniversary tour <super show 10> in bangkok | 29-30 november 2025 | impact arena | 2025-12-08t02:35:05.712322+00:00
B.DAY FOREVER CONCERT,05-08 December 2025,IMPACT Arena,https://www.impact.co.th/en/visitors/event-calendar/concert/b-day-forever-concert,2025-12-08T02:35:17.949354+00:00,,b.day forever concert | 05-08 december 2025 | impact arena | 2025-12-08t02:35:17.949354+00:00
TWICE < THIS IS FOR > WORLD TOUR in BANGKOK,13-14 December 2025,IMPACT Arena,https://www.impact.co.th/en/visitors/event-calendar/concert/twice-this-is-for-world-tour-in-bangkok,2025-12-08T02:35:17.949354+00:00,,twice < this is for > world tour in bangkok | 13-14 december 2025 | impact arena | 2025-12-08t02:35:17.949354+00:00
Doja Cat - Ma Vie World Tour,18-Dec-25,IMPACT Exhibition Center,https://www.impact.co.th/en/visitors/event-calendar/concert/doja-cat-ma-vie-world-tour,2025-12-08T02:35:17.949354+00:00,,doja cat - ma vie world tour | 18-dec-25 | impact exhibition center | 2025-12-08t02:35:17.949354+00:00
GMMTV STARLYMPICS 2025,20-Dec-25,IMPACT Arena,https://www.impact.co.th/en/visitors/event-calendar/concert/gmmtv-starlympics-2025,2025-12-08T02:35:17.949354+00:00,,gmmtv starlympics 2025 | 20-dec-25 | impact arena | 2025-12-08t02:35:17.949354+00:00
